,timestamp,gpu_memory_util,gpu_util,power,total_energy,temperature,gpu_memory_total,gpu_memory_reserved,gpu_memory_free,gpu_memory_used,cpu_util,host_memory_total,host_memory_used,host_memory_free,host_memory_percentage
160,2024-06-19T17:12:43.620605,61,96,271093,16485956747,64,48305799168,569180160,19924582400,27812036608,6.0,101243179008,13563125760,86076264448,14.4
161,2024-06-19T17:12:44.172929,61,96,278840,16486120872,63,48305799168,569180160,19924582400,27812036608,7.7,101243179008,13575512064,86063878144,14.4
162,2024-06-19T17:12:44.621796,0,0,203268,16486155533,58,48305799168,569180160,19924582400,27812036608,0.8,101243179008,13559480320,86079909888,14.4
163,2024-06-19T17:12:45.122360,12,19,178165,16486263166,63,48305799168,569180160,19924582400,27812036608,4.8,101243179008,13559472128,86079909888,14.4
164,2024-06-19T17:12:45.622765,61,96,225470,16486401999,65,48305799168,569180160,19924582400,27812036608,5.6,101243179008,13563592704,86075781120,14.4
165,2024-06-19T17:12:46.123333,61,96,281027,16486540721,65,48305799168,569180160,19924582400,27812036608,5.1,101243179008,13563592704,86075781120,14.4
166,2024-06-19T17:12:46.624069,65,95,283225,16486680317,66,48305799168,569180160,19924582400,27812036608,9.1,101243179008,13568487424,86070886400,14.4
167,2024-06-19T17:12:47.124618,67,97,216063,16486779242,60,48305799168,569180160,19924582400,27812036608,2.4,101243179008,13568487424,86070886400,14.4
168,2024-06-19T17:12:47.625199,0,0,177966,16486845530,63,48305799168,569180160,19924582400,27812036608,3.3,101243179008,13568999424,86070374400,14.4
169,2024-06-19T17:12:48.125826,61,96,206681,16486983479,66,48305799168,569180160,19924582400,27812036608,5.4,101243179008,13572345856,86067019776,14.4
170,2024-06-19T17:12:48.873520,62,96,277309,16487204259,66,48305799168,569180160,19924582400,27812036608,7.6,101243179008,13586022400,86053343232,14.4
171,2024-06-19T17:12:49.126725,61,96,275781,16487258796,66,48305799168,569180160,19924582400,27812036608,5.7,101243179008,13570109440,86069256192,14.4
172,2024-06-19T17:12:49.627334,63,98,283543,16487400755,64,48305799168,569180160,19924582400,27812036608,4.6,101243179008,13570027520,86069346304,14.4
173,2024-06-19T17:12:50.128374,0,0,181972,16487445203,60,48305799168,569180160,19924582400,27812036608,1.8,101243179008,13571543040,86067830784,14.4
174,2024-06-19T17:12:50.628656,6,10,136664,16487504418,59,48305799168,569180160,19924582400,27812036608,1.3,101243179008,13572050944,86067314688,14.4
175,2024-06-19T17:12:51.129142,0,0,107088,16487547638,58,48305799168,569180160,19924582400,27812036608,22.2,101243179008,13609332736,86029991936,14.4
176,2024-06-19T17:12:51.629810,0,0,107681,16487589850,57,48305799168,569180160,19924582400,27812036608,4.9,101243179008,13696606208,85942550528,14.5
177,2024-06-19T17:12:52.130435,0,0,107681,16487631541,57,48305799168,569180160,19924582400,27812036608,5.6,101243179008,13753622528,85885526016,14.6
178,2024-06-19T17:12:52.630927,0,0,84269,16487673175,56,48305799168,569180160,19924582400,27812036608,21.1,101243179008,13808254976,85830893568,14.6
179,2024-06-19T17:12:53.131638,0,0,84269,16487714665,56,48305799168,569180160,19924582400,27812036608,0.3,101243179008,13818048512,85821100032,14.6
180,2024-06-19T17:12:53.632359,0,0,86729,16487757067,56,48305799168,569180160,19924582400,27812036608,2.1,101243179008,13802737664,85836328960,14.6
181,2024-06-19T17:12:54.132826,0,0,86729,16487798436,56,48305799168,569180160,19924582400,27812036608,1.1,101243179008,13809139712,85829902336,14.6
182,2024-06-19T17:12:54.633341,0,0,86265,16487839722,55,48305799168,569180160,19924582400,27812036608,0.3,101243179008,13809139712,85829902336,14.6
